Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,TaxonCode,Previously_Obs,Hour,Minute_Duration,Month_Num,Month,Temperature_Interval,Humidity_Interval,Season,Regional_PIF
ANTI,Unknown,Unknown,ANTI-0188,Grassland,2018,2018-05-23,1900-01-01 10:21:00,1900-01-01 10:31:00,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,Unknown,CHSP,False,False,29.0,52.5999984741211,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,False,84781.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0188,Grassland,2018,2018-05-23,1900-01-01 10:21:00,1900-01-01 10:31:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,Unknown,FISP,False,True,29.0,52.5999984741211,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,True,84790.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0188,Grassland,2018,2018-05-23,1900-01-01 10:21:00,1900-01-01 10:31:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,Unknown,INBU,False,True,29.0,52.5999984741211,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,True,94257.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0189,Grassland,2018,2018-05-23,1900-01-01 10:38:00,1900-01-01 10:48:00,Brian Swimelar,1,0-2.5 min,Visualization,50 - 100 Meters,True,Undetermined,European Starling,Sturnus vulgaris,179637.0,Unknown,EUST,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,86204.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0189,Grassland,2018,2018-05-23,1900-01-01 10:38:00,1900-01-01 10:48:00,Brian Swimelar,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,Unknown,CHSP,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,84781.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0189,Grassland,2018,2018-05-23,1900-01-01 10:38:00,1900-01-01 10:48:00,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,Unknown,INBU,False,True,28.2000007629395,52.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94257.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0189,Grassland,2018,2018-05-23,1900-01-01 10:38:00,1900-01-01 10:48:00,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,Unknown,BHCO,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94215.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0189,Grassland,2018,2018-05-23,1900-01-01 10:38:00,1900-01-01 10:48:00,Brian Swimelar,1,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,Unknown,COGR,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94206.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0189,Grassland,2018,2018-05-23,1900-01-01 10:38:00,1900-01-01 10:48:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,94228.0,False,10,10.0,5,May,"(26.78, 29.41]","(43.9, 53.05]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0181,Grassland,2018,2018-05-23,1900-01-01 09:50:00,1900-01-01 10:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,Unknown,INBU,False,True,25.1000003814697,61.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,94257.0,False,9,10.0,5,May,"(24.15, 26.78]","(53.05, 62.2]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0181,Grassland,2018,2018-05-23,1900-01-01 09:50:00,1900-01-01 10:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,Unknown,MODO,False,False,25.1000003814697,61.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,82737.0,False,9,10.0,5,May,"(24.15, 26.78]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0181,Grassland,2018,2018-05-23,1900-01-01 09:50:00,1900-01-01 10:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,Unknown,FISP,False,True,25.1000003814697,61.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,84790.0,False,9,10.0,5,May,"(24.15, 26.78]","(53.05, 62.2]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0181,Grassland,2018,2018-05-23,1900-01-01 09:50:00,1900-01-01 10:00:00,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,Unknown,CARW,False,False,25.1000003814697,61.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,88350.0,False,9,10.0,5,May,"(24.15, 26.78]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0181,Grassland,2018,2018-05-23,1900-01-01 09:50:00,1900-01-01 10:00:00,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,Unknown,YBCU,False,False,25.1000003814697,61.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,89102.0,False,9,10.0,5,May,"(24.15, 26.78]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0181,Grassland,2018,2018-05-23,1900-01-01 09:50:00,1900-01-01 10:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,Unknown,CHSP,False,False,25.1000003814697,61.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,84781.0,False,9,10.0,5,May,"(24.15, 26.78]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0181,Grassland,2018,2018-05-23,1900-01-01 09:50:00,1900-01-01 10:00:00,Brian Swimelar,1,5 - 7.5 min,Visualization,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,Unknown,FISP,False,True,25.1000003814697,61.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,84790.0,False,9,10.0,5,May,"(24.15, 26.78]","(53.05, 62.2]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0181,Grassland,2018,2018-05-23,1900-01-01 09:50:00,1900-01-01 10:00:00,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,25.1000003814697,61.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,94228.0,False,9,10.0,5,May,"(24.15, 26.78]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0180,Grassland,2018,2018-05-23,1900-01-01 10:06:00,1900-01-01 10:16:00,Brian Swimelar,1,5 - 7.5 min,Visualization,50 - 100 Meters,False,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,Unknown,COGR,False,False,28.3999996185303,54.0999984741211,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94206.0,False,10,10.0,5,May,"(26.78, 29.41]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0180,Grassland,2018,2018-05-23,1900-01-01 10:06:00,1900-01-01 10:16:00,Brian Swimelar,1,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,Unknown,COGR,False,False,28.3999996185303,54.0999984741211,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94206.0,False,10,10.0,5,May,"(26.78, 29.41]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0180,Grassland,2018,2018-05-23,1900-01-01 10:06:00,1900-01-01 10:16:00,Brian Swimelar,1,7.5 - 10 min,Visualization,50 - 100 Meters,True,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,Unknown,COGR,False,False,28.3999996185303,54.0999984741211,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94206.0,False,10,10.0,5,May,"(26.78, 29.41]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0180,Grassland,2018,2018-05-23,1900-01-01 10:06:00,1900-01-01 10:16:00,Brian Swimelar,1,2.5 - 5 min,Visualization,50 - 100 Meters,True,Undetermined,Turkey Vulture,Cathartes aura,175265.0,Unknown,TUVU,False,False,28.3999996185303,54.0999984741211,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,79468.0,False,10,10.0,5,May,"(26.78, 29.41]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0180,Grassland,2018,2018-05-23,1900-01-01 10:06:00,1900-01-01 10:16:00,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,28.3999996185303,54.0999984741211,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,94228.0,False,10,10.0,5,May,"(26.78, 29.41]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0180,Grassland,2018,2018-05-23,1900-01-01 10:06:00,1900-01-01 10:16:00,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,Unknown,CHSP,False,False,28.3999996185303,54.0999984741211,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,84781.0,False,10,10.0,5,May,"(26.78, 29.41]","(53.05, 62.2]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0171,Grassland,2018,2018-05-23,1900-01-01 08:50:00,1900-01-01 09:00:00,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,False,Male,American Redstart,Setophaga ruticilla,178979.0,Unknown,AMRE,False,False,24.2999992370605,69.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,92746.0,False,8,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0171,Grassland,2018,2018-05-23,1900-01-01 08:50:00,1900-01-01 09:00:00,Brian Swimelar,1,2.5 - 5 min,Visualization,50 - 100 Meters,True,Undetermined,Turkey Vulture,Cathartes aura,175265.0,Unknown,TUVU,False,False,24.2999992370605,69.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,79468.0,False,8,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0171,Grassland,2018,2018-05-23,1900-01-01 08:50:00,1900-01-01 09:00:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,Unknown,CARW,False,False,24.2999992370605,69.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,88350.0,False,8,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0171,Grassland,2018,2018-05-23,1900-01-01 08:50:00,1900-01-01 09:00:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,Unknown,MODO,False,False,24.2999992370605,69.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,82737.0,False,8,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0171,Grassland,2018,2018-05-23,1900-01-01 08:50:00,1900-01-01 09:00:00,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,Unknown,CARW,False,False,24.2999992370605,69.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,88350.0,False,8,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,Unknown,NOMO,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,88394.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,Unknown,EAWP,False,True,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,85846.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333.0,Unknown,GRSP,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,83867.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,Unknown,AMCR,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,87106.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,Unknown,BHCO,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94215.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,2.5 - 5 min,Visualization,50 - 100 Meters,True,Male,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94228.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,7.5 - 10 min,Visualization,50 - 100 Meters,True,Undetermined,Turkey Vulture,Cathartes aura,175265.0,Unknown,TUVU,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,79468.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,Unknown,AMGO,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,95286.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,Unknown,NOMO,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,88394.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Eastern Phoebe,Sayornis phoebe,178329.0,Unknown,EAPH,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,85813.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,Unknown,GRSP,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,83867.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,Unknown,CHSP,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,84781.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,Unknown,FISP,False,True,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,84790.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,Unknown,TRES,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,87391.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0174,Grassland,2018,2018-05-23,1900-01-01 09:29:00,1900-01-01 09:39:00,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,Unknown,BHCO,False,False,25.2999992370605,64.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,94215.0,False,9,10.0,5,May,"(24.15, 26.78]","(62.2, 71.35]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,Unknown,BHCO,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,94215.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,94228.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,Unknown,RBWO,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,84865.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,Unknown,ETTI,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,266957.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,Unknown,AMCR,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,87106.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,Unknown,CARW,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,88350.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,Unknown,INBU,False,True,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,94257.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,True | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,Unknown,RBWO,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,84865.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Red-eyed Vireo,Vireo olivaceus,179021.0,Unknown,REVI,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,93587.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,Unknown,GCFL,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,85791.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,Unknown,NOCA,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,94228.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,Unknown,TRES,False,False,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,87391.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,False | False
ANTI,Unknown,Unknown,ANTI-0163,Grassland,2018,2018-05-23,1900-01-01 07:50:00,1900-01-01 08:00:00,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,Unknown,EAWP,False,True,26.3999996185303,72.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,85846.0,False,7,10.0,5,May,"(24.15, 26.78]","(71.35, 80.5]",Summer,True | False
